,employee_id,name,domain,department,age,gender,marital_status,location,join_date,salary,exp,performance_rating,email,phone_number,bonus,attendance_percentage,project_count,remote_work,manager_name,education_level,last_review_date,employee_status
2083,EMP6881,Varun Joshi,Data Science,HR Dept,24.0,Male,Married,Chennai,2016-04-28,6.0,1.0,1.8,Not Entered By User,08020533660,0.0,87.9,9.0,No,Manya Puri,PhD,2024-07-16,Resigned
2084,EMP7463,Yusuf Hegde,Statistics,Engineering Dept,22.0,Male,Single,Mumbai,2015-03-29,300.0,8.0,3.0010271460014675,Not Entered By User,9245207720,1000.0,80.01498359887535,2.0,No,riya chauhan,M.Tech / MBA,2025-10-27,Active
2085,EMP3466,George Thakur,Natural Language Processing,Sales Dept,44.0,Female,Divorced,Hyderbad,2024-09-27,8.0,10.0,3.0010271460014675,Not Entered By User,690-615-6042,2000.0,88.2,7.0,No,Elijah Farooqui,Masters,2025-02-25,Resigned
2086,EMP4070,Nina Mehta,Testing,Marketing Dept,25.0,Female,Single,Bangalore,2018-07-04,40000.0,9.0,3.0,Not Entered By User,89494 06887,0.0,75.0,5.92960088691796,Yes,Ella Dube,Diploma,2023-07-05,Resigned
2087,EMP5848,Sophia Walia,Web Development,Operations Dept,38.0,Male,Single,Mumbai,2017-03-01,350.0,3.0,4.6,sophiawalia57@yahoo.in,Not Entered By User,10000.0,77.0,2.0,Yes,Not Entered By User,M.Tech / MBA,2023-09-21,Terminated
2088,EMP10065,Scarlett Singh,Natural Language Processing,HR Dept,65.0,Female,Divorced,Ahmedabad,2023-08-09,2.0,2.0,1.1,scarlettsingh77_at_gmail.com,(+91) 1875171491,15000.0,67.3,5.92960088691796,Yes,Tara Rana,Masters,2024-09-15,Active
2089,EMP10631,William Sinha,Analytics,Support Dept,43.62771266101892,Male,Divorced,Bangalore,2024-10-28,35000.0,3.0,1.5,williamsinha12@yahoo.in,68170 44288,7500.0,64.8,1.0,No,Pooja Sharma,Diploma,2025-02-16,Active
2090,EMP7953,Daniel Varma,Analytics,Sales Dept,42.0,Male,Divorced,Mumbai,2016-04-12,60000.0,4.0,3.0010271460014675,danielvarma98@gmail.com,02684150442,10.0,80.01498359887535,8.0,Yes,Krishna Hooda,PhD,2023-05-05,Resigned
2091,EMP8490,Teddy Ojha,Data Analyst,Sales Dept,57.0,Male,Single,Pune,2014-06-09,100.0,2.0,2.2,teddyojha44@gmail.com,285-773-3498,0.0,75.5,12.0,Yes,Rhea Hari,PhD,2025-08-20,Resigned
2092,EMP9549,Omar Kaur,Statistics,Sales Dept,50.0,Female,Married,Mumbai,2018-01-06,120.0,4.0,3.3,omarkaur55@gmail.com,Not Entered By User,1500.0,67.7,5.92960088691796,Yes,Ishaan Hegde,Masters,2024-09-30,Resigned
2093,EMP4897,Trisha Chhabra,Data Analyst,Marketing Dept,23.0,Female,Divorced,Chennai,2016-09-03,60000.0,8.0,2.4,trishachhabra44_at_gmail.com,Not Entered By User,0.0,69.3,2.0,Yes,Oliver Sinha,PhD,2024-11-29,Resigned
2094,EMP9589,William Brown,Analytics,Sales Dept,60.0,Male,Single,Bangalore,2023-06-07,9.0,7.9624541039914725,4.5,williambrown98@yahoo.in,40171 87038,15000.0,80.01498359887535,7.0,No,olivia agarwal,Masters,2024-08-28,Active
2095,EMP1977,Tanvi Das,Cloud Engineering,Finance Dept,33.0,Male,Married,Ahmedabad,2018-10-26,2500.0,7.9624541039914725,3.5,tanvidas94@company.com,2646074963,10000.0,99.0,6.0,No,Mia Naidu,Masters,2024-01-29,Terminated
2096,EMP1604,Akash Kaur,Machine Learning,Engineering Dept,27.0,Female,Divorced,Mumbai,2015-11-13,50000.0,7.9624541039914725,2.1,akashkaur74@gmail.com,+91-1235377620,4806.35708003518,77.5,0.0,No,Mia Naidu,M.Tech / MBA,2023-07-11,Active
2097,EMP8624,Anvi Sharma,Testing,Operations Dept,43.62771266101892,Female,Married,Bangalore,2018-02-01,12.0,1.0,3.8,anvisharma44@yahoo.in,57316 98125,1000.0,99.9,6.0,Yes,Aadhya Acharya,Diploma,2023-11-19,Active
2098,EMP10384,Ella Joshi,DevOps,Marketing Dept,34.0,Female,Divorced,Delhi,2016-11-28,15370.519451530612,7.9624541039914725,3.0010271460014675,ellajoshi14@yahoo.in,234-220-4219,15000.0,74.0,6.0,Yes,Sophia Yadav,PhD,2023-02-15,Active
2099,EMP1291,Fatima Chakraborty,Statistics,Marketing Dept,34.0,Male,Married,Delhi,2018-09-14,4.0,11.0,3.8,fatimachakraborty44@yahoo.in,+91-6023345320,10000.0,80.01498359887535,5.0,Yes,James Yadav,Diploma,2024-09-20,Resigned
2100,EMP4704,Omar Acharya,Testing,Operations Dept,25.0,Female,Divorced,Ahmadabad,2020-07-02,4000.0,2.0,4.9,omaracharya88@outlook.com,Not Entered By User,10000.0,75.1,4.0,Yes,Not Entered By User,PhD,2025-04-17,Terminated
2101,EMP7343,Myra Hari,Web Development,Sales Dept,36.0,Female,Married,Delhi,2017-02-06,1500.0,5.0,4.4,myrahari94@yahoo.in,5361390980,100.0,77.3,8.0,Yes,Ethan Vaidya,Diploma,2024-05-10,Active
2102,EMP5468,Abigail Yadav,Data Analyst,Finance Dept,43.0,Female,Single,Hyderabad,2021-11-13,500.0,15.0,2.1,abigailyadav32@company.com,(+91) 1791791881,5000.0,80.01498359887535,5.0,No,Liam Smith,Diploma,2025-01-06,Terminated
2103,EMP4599,Trisha Smith,Data Science,Support Dept,23.0,Male,Divorced,Mumbai,2016-08-08,50000.0,7.9624541039914725,4.8,trishasmith86@outlook.com,3353973727,100.0,66.2,12.0,Yes,Teddy Wilson,Masters,2024-12-31,Resigned
2104,EMP10902,Liam Qureshi,DevOps,Support Dept,63.0,Female,Single,Mumbai,2020-12-25,75000.0,7.9624541039914725,1.5,liamqureshi76@outlook.com,(+91) 0383051059,7500.0,93.4,5.0,Yes,evelyn ghosh,Masters,2023-03-30,Resigned
2105,EMP4040,Pooja Chhabra,Testing,Operations Dept,35.0,Female,Divorced,Mumbai,2023-01-11,100000.0,5.0,2.4,poojachhabra45@yahoo.in,00788314644,7500.0,64.9,7.0,Yes,akash saxena,Masters,2024-05-16,Terminated
2106,EMP6153,Rehan Kulkarni,DevOps,HR Dept,47.0,Female,Divorced,Chennai,2022-09-28,100000.0,15.0,4.1,rehankulkarni15@outlook.com,25387 73743,0.0,78.6,9.0,Yes,Imran Chauhan,Diploma,2023-07-08,Terminated
2107,EMP2453,Omar Pandey,Data Science,Operations Dept,55.0,Female,Single,Pune,2024-03-30,100000.0,12.0,2.2, omarpandey7@outlook.com,4338226035,7500.0,77.0,5.92960088691796,Yes,Meera Hegde,Diploma,2025-01-30,Active
2108,EMP1707,Imran Nair,Natural Language Processing,Finance Dept,52.0,Female,Divorced,Ahmedabad,2017-12-22,3000.0,4.0,3.0010271460014675,imrannair14@yahoo.in,(+91) 7158038496,500.0,86.8,3.0,No,Liam Walker,PhD,2025-01-04,Active
2109,EMP5321,Ravi Tandon,Testing,Marketing Dept,34.0,Male,Married,Delhi,2017-11-24,100.0,15.0,3.1,Not Entered By User,+91-3517833587,5000.0,87.5,5.0,Yes,Mihir Dixit,Masters,2025-09-06,Terminated
2110,EMP9157,Henry Chhabra,Natural Language Processing,Engineering Dept,36.0,Female,Divorced,Chennai,2016-02-11,15370.519451530612,3.0,2.3,henrychhabra79@yahoo.in,144-767-9395,10000.0,62.0,3.0,Yes,Ranbir Hari,B.Tech / BE,2023-07-20,Terminated
2111,EMP7820,Harsh Dube,Analytics,HR Dept,58.0,Female,Divorced,Bangalore,2022-06-25,6.0,5.0,2.5,harshdube50@company.com,+91-3400369344,2500.0,68.5,2.0,Yes,Not Entered By User,Diploma,2024-04-23,Resigned
2112,EMP2214,Aman Iqbal,Data Science,Operations Dept,59.0,Female,Single,Mumbai,2018-07-19,3500.0,6.0,4.7, amaniqbal95@gmail.com,408-393-5929,2500.0,96.0,8.0,Yes,Trisha Iqbal,Diploma,2025-08-10,Resigned
2113,EMP4701,Isha Jain,DevOps,Operations Dept,31.0,Male,Divorced,Delhi,2017-08-25,500.0,1.0,3.7,ishajain6@yahoo.in,01598246576,2000.0,68.3,4.0,No,Not Entered By User,Diploma,2025-08-23,Active
2114,EMP2556,Omar Joshi,Machine Learning,Sales Dept,62.0,Male,Married,Pune,2019-12-20,20000.0,13.0,2.9, omarjoshi29@gmail.com,08378274763,75.0,74.9,8.0,Yes,Hannah Das,Diploma,2025-12-15,Resigned
2115,EMP3367,Alexander Kaur,Cloud Engineering,Marketing Dept,55.0,Male,Divorced,Mumbai,2015-05-14,100.0,4.0,1.3, alexanderkaur67@yahoo.in,(+91) 6284612867,1000.0,73.0,9.0,No,Manya Bhatia,PhD,2025-01-25,Active
2116,EMP4072,Daniel Kaur,Testing,Operations Dept,64.0,Female,Divorced,Banglore,2022-01-25,30000.0,4.0,4.0,danielkaur97@gmail.com,5895782201,20000.0,85.6,5.92960088691796,No,Not Entered By User,M.Tech / MBA,2025-05-28,Active
2117,EMP8310,Tanvi Goel,Data Analyst,Sales Dept,41.0,Male,Married,Bangalore,2021-02-14,900.0,3.0,4.4,Not Entered By User,9317232821,4806.35708003518,80.01498359887535,5.92960088691796,No,Henry Gupta,Masters,2024-06-18,Active
2118,EMP4735,Krishna Tandon,Data Science,HR Dept,43.62771266101892,Female,Divorced,Ahmedabad,2018-01-27,10000.0,10.0,4.2,krishnatandon25@gmail.com,Not Entered By User,1.0,63.2,9.0,No,Amelia Iyer,PhD,2024-10-04,Active
2119,EMP8352,Harsh Agarwal,Web Development,Finance Dept,43.62771266101892,Female,Single,Hyderabad,2014-10-13,100000.0,15.0,1.5,harshagarwal5@yahoo.in,(+91) 7303860643,1000.0,80.01498359887535,4.0,No,Ira Upadhyay,PhD,2023-02-22,Resigned
2120,EMP9113,Aman Agarwal,Data Science,Sales Dept,28.0,Male,Married,Mumbai,2023-04-26,35000.0,8.0,3.0,amanagarwal92@gmail.com,100-106-7810,0.0,77.4,10.0,No,Not Entered By User,PhD,2024-01-15,Resigned
2121,EMP4357,Mike Deshpande,Analytics,HR Dept,60.0,Male,Divorced,Delhi,2024-06-26,30000.0,9.0,4.6,mikedeshpande6@yahoo.in,92960 80097,10000.0,80.5,5.0,Yes,Rhea Vaidya,Diploma,2025-04-12,Resigned
2122,EMP9411,Asha Pillai,Cloud Engineering,Support Dept,43.62771266101892,Male,Married,Chennai,2018-12-18,15370.519451530612,6.0,1.3,ashapillai22@yahoo.in,(+91) 7813821801,10.0,86.1,7.0,Yes,Mihir Smith,Diploma,2024-04-04,Active
2123,EMP9733,William Miller,Analytics,Sales Dept,34.0,Male,Single,Delhi,2016-02-19,200.0,3.0,4.8,williammiller47@company.com,01151863737,0.0,80.01498359887535,11.0,Yes,Fatima Malhotra,PhD,2023-02-04,Active
2124,EMP2975,Leo Pandey,Machine Learning,Operations Dept,43.0,Female,Divorced,Bangalore,2018-06-09,500.0,7.9624541039914725,3.0010271460014675,leopandey42@yahoo.in,(+91) 3573041587,0.0,98.3,5.92960088691796,No,Not Entered By User,B.Tech / BE,2025-10-05,Resigned
2125,EMP5020,Fatima Easwaran,Statistics,Sales Dept,30.0,Male,Single,Ahmedabad,2024-04-26,100000.0,4.0,3.8,fatimaeaswaran20@outlook.com,02808341855,4806.35708003518,85.0,0.0,No,Ethan Easwaran,Masters,2025-01-21,Active
2126,EMP8640,Grace Desai,DevOps,Support Dept,44.0,Male,Divorced,Mumbai,2016-06-02,600.0,7.9624541039914725,3.9, gracedesai8@gmail.com,03100437492,10000.0,91.0,1.0,Yes,Daniel Gupta,PhD,2023-06-28,Terminated
2127,EMP10516,Daniel Khan,Data Analyst,Sales Dept,39.0,Male,Married,Delhi,2023-09-27,600.0,7.9624541039914725,1.4,danielkhan16@gmail.com,+91-2432173361,20000.0,80.01498359887535,10.0,No,Reyansh Nair,Masters,2024-05-10,Terminated
2128,EMP1916,Asha Trivedi,Data Science,Sales Dept,43.62771266101892,Male,Married,Mumbai,2016-02-27,400.0,11.0,2.6,ashatrivedi87@yahoo.in,+91-8914201324,1.0,80.01498359887535,5.92960088691796,No,Abigail Pillai,PhD,2024-03-06,Resigned
2129,EMP7795,Vidya Solanki,Data Analyst,Sales Dept,34.0,Male,Married,Bangalore,2020-01-27,500.0,2.0,4.2,Not Entered By User,+91-8056857799,20000.0,95.0,10.0,Yes,Not Entered By User,Diploma,2024-03-04,Active
2130,EMP1861,Ira Jindal,Statistics,Engineering Dept,43.62771266101892,Female,Married,Mumbai,2022-05-30,40000.0,15.0,3.1,irajindal37@gmail.com,20389 22402,15000.0,78.8,0.0,Yes,John Smith,Diploma,2024-07-05,Resigned
2131,EMP5200,Evelyn Miller,Web Development,Sales Dept,61.0,Female,Single,Ahmedabad,2019-01-17,4000.0,14.0,2.9,evelynmiller70@company.com,+91-4832454291,4806.35708003518,80.01498359887535,0.0,Yes,Michael Zaidi,Diploma,2023-02-28,Resigned
2132,EMP7593,Anita Khan,Web Development,HR Dept,44.0,Female,Single,Mumbai,2015-09-27,10000.0,4.0,3.3,anitakhan45@yahoo.in,05387986365,75.0,77.9,0.0,Yes,Linda Pandey,Masters,2024-11-07,Terminated
2133,EMP10226,Dev Iyer,Statistics,Sales Dept,64.0,Male,Single,Mumbai,2016-05-21,100000.0,2.0,4.6,deviyer83@outlook.com,Not Entered By User,0.0,80.01498359887535,5.92960088691796,Yes,Dhruv Tandon,Masters,2025-05-09,Terminated
2134,EMP6051,Nina Walker,Machine Learning,Sales Dept,63.0,Female,Divorced,Mumbai,2016-06-15,18.0,7.9624541039914725,2.1,ninawalker40@outlook.com,7291660462,50.0,67.1,12.0,Yes,Lily Sharma,Diploma,2025-02-21,Terminated
2135,EMP7283,Daniel Hegde,Machine Learning,Engineering Dept,46.0,Female,Married,Pune,2024-05-11,600.0,5.0,1.6,danielhegde26_at_yahoo.in,+91-0897741500,2.0,78.0,2.0,No,maya rana,Diploma,2025-07-16,Terminated
2136,EMP5719,Isha Rao,Cloud Engineering,Marketing Dept,56.0,Male,Divorced,Mumbai,2019-02-23,35000.0,2.0,4.4,isharao73@company.com,+91-6948364287,2500.0,96.0,1.0,No,James Yadav,Masters,2024-01-27,Terminated
2137,EMP2691,Kavya Jain,Analytics,Finance Dept,33.0,Female,Married,Delhi,2016-06-08,6000.0,5.0,4.1,kavyajain37@outlook.com,Not Entered By User,7500.0,80.01498359887535,12.0,Yes,oliver sinha,Diploma,2024-05-21,Terminated
2138,EMP9900,Avni Clark,Cloud Engineering,Sales Dept,37.0,Female,Single,Delhi,2021-06-12,1200.0,7.9624541039914725,3.7,Not Entered By User,31702 34943,10000.0,68.7,7.0,Yes,Not Entered By User,Diploma,2024-10-06,Active
2139,EMP3019,Evelyn Shah,Testing,Support Dept,53.0,Male,Divorced,Ahmadabad,2015-09-09,7500.0,11.0,3.4,evelynshah43@yahoo.in,+91-3284564032,15000.0,64.9,0.0,Yes,Not Entered By User,PhD,2025-03-31,Resigned
2140,EMP2969,Kiara Wilson,Cloud Engineering,Sales Dept,43.62771266101892,Female,Divorced,Mumbai,2019-05-03,25000.0,11.0,3.0010271460014675,kiarawilson16@yahoo.in,119-339-5764,1000.0,65.1,8.0,Yes,Abigail Rana,Diploma,2025-04-26,Terminated
2141,EMP4935,Michael Hegde,Web Development,Sales Dept,42.0,Male,Divorced,Mumbai,2016-08-22,100.0,7.9624541039914725,3.0,michaelhegde99@gmail.com,Not Entered By User,15000.0,87.2,10.0,No,George Davis,PhD,2023-05-07,Resigned
2142,EMP5303,Asha Pillai,Analytics,Support Dept,23.0,Female,Married,Pune,2020-02-24,25000.0,12.0,1.3,ashapillai98@company.com,(+91) 4187007497,15000.0,89.3,6.0,No,george vaidya,Masters,2023-09-20,Terminated
2143,EMP8635,Riya Rao,Cloud Engineering,Sales Dept,43.0,Male,Single,Pune,2016-04-10,120.0,9.0,2.6,riyarao2@gmail.com,Not Entered By User,5000.0,73.7,1.0,Yes,Kim Jha,Diploma,2025-08-09,Resigned
2144,EMP1310,Vivaan Chopra,DevOps,Marketing Dept,63.0,Female,Single,Hyderabad,2019-06-26,25000.0,11.0,1.5,vivaanchopra63@yahoo.in,20949 13838,4806.35708003518,79.0,6.0,Yes,Oliver Wadhwa,PhD,2025-09-24,Active
2145,EMP4912,Henry Chopra,Web Development,Operations Dept,30.0,Female,Single,Delhi,2018-08-27,6000.0,9.0,3.4,henrychopra7@gmail.com,7981205038,2.0,95.7,5.92960088691796,No,Isha Agarwal,Diploma,2025-04-25,Resigned
2146,EMP6580,Imran Agarwal,Data Science,Engineering Dept,32.0,Male,Divorced,Mumbai,2015-01-30,100000.0,7.9624541039914725,3.7,imranagarwal44@yahoo.in,6994520197,2000.0,88.5,5.92960088691796,Yes,benjamin lal,Diploma,2024-04-14,Active
2147,EMP8013,Karan Joshi,Data Analyst,Sales Dept,22.0,Female,Divorced,Ahmedabad,2020-05-27,20000.0,1.0,1.5,karanjoshi28@yahoo.in,(+91) 2577174476,2000.0,69.0,3.0,No,ajay goel,B.Tech / BE,2023-05-25,Resigned
2148,EMP1773,Alexander Hegde,Web Development,Finance Dept,26.0,Female,Married,Hyderabad,2018-02-15,100000.0,5.0,2.7,Not Entered By User,+91-0141847168,2000.0,80.01498359887535,11.0,Yes,aryaman deshpande,Diploma,2024-09-15,Active
2149,EMP3878,Scarlett Walker,DevOps,Engineering Dept,27.0,Male,Married,Ahmedabad,2014-01-13,1200.0,5.0,3.0010271460014675,scarlettwalker77@outlook.com,10552 36134,0.0,65.5,3.0,No,pari chhabra,PhD,2025-08-22,Terminated
2150,EMP1893,Rohan Rao,Cloud Engineering,Support Dept,43.62771266101892,Female,Divorced,Mumbai,2024-09-13,750.0,8.0,2.7,rohanrao93@gmail.com,87042 70630,5000.0,87.3,11.0,Yes,Not Entered By User,M.Tech / MBA,2025-02-13,Resigned
2151,EMP7659,Neha Zaidi,Data Analyst,Operations Dept,25.0,Female,Single,Pune,2024-07-18,1.0,6.0,1.7,nehazaidi31@outlook.com,02983990315,10000.0,80.01498359887535,7.0,No,Emma Xavier,B.Tech / BE,2024-09-14,Terminated
2152,EMP3529,Kiara Chhabra,Cloud Engineering,HR Dept,31.0,Male,Married,Mumbai,2024-09-25,90.0,15.0,3.1,Not Entered By User,509-596-3905,20000.0,60.5,5.92960088691796,No,Not Entered By User,Diploma,2024-10-12,Resigned
2153,EMP9967,Shaurya Upadhyay,DevOps,HR Dept,27.0,Male,Married,Kolkata,2021-09-11,50.0,7.9624541039914725,1.9,shauryaupadhyay25@company.com,+91-2898485593,1000.0,79.9,1.0,No,vikram rao,PhD,2025-02-18,Terminated
2154,EMP2115,Manya Zachariah,Analytics,Sales Dept,45.0,Male,Married,Kolkata,2024-01-05,60.0,9.0,4.9,manyazachariah81@yahoo.in,Not Entered By User,25.0,79.0,6.0,Yes,kabir taneja,Masters,2024-05-31,Active
2155,EMP6918,Navya Hari,Analytics,Finance Dept,61.0,Female,Divorced,Hyderabad,2016-12-07,5000.0,7.9624541039914725,2.8,navyahari33@gmail.com,3615665053,0.0,80.01498359887535,5.0,No,mike pillai,Diploma,2023-11-06,Active
2156,EMP3822,Uttam Zaidi,Web Development,HR Dept,41.0,Male,Married,Mumbai,2022-12-04,1000.0,10.0,2.4,uttamzaidi25@yahoo.in,974-427-8903,15000.0,80.01498359887535,0.0,Yes,Not Entered By User,Diploma,2025-05-13,Resigned
2157,EMP4146,Liam Kohli,Cloud Engineering,Marketing Dept,43.62771266101892,Male,Divorced,Pune,2014-11-14,20000.0,8.0,3.0010271460014675,liamkohli3@outlook.com,02966624182,1000.0,82.0,9.0,Yes,Daniel Gupta,Diploma,2025-12-23,Resigned
2158,EMP7397,Alexander Oberoi,Data Analyst,Engineering Dept,42.0,Male,Single,Mumbai,2017-10-24,60000.0,2.0,2.6,alexanderoberoi9@yahoo.in,(+91) 8867847723,1000.0,97.5,10.0,No,Jane Bedi,Diploma,2025-08-09,Terminated
2159,EMP3051,Anaya Acharya,Data Science,Sales Dept,39.0,Female,Married,Bangalore,2015-02-07,1.0,5.0,2.4,anayaacharya71@company.com,9496167035,1000.0,82.4,3.0,No,imran farooqui,PhD,2025-12-08,Terminated
2160,EMP1265,Chloe Desai,Data Science,Support Dept,32.0,Female,Single,Kolkata,2020-07-22,15370.519451530612,6.0,3.4,chloedesai21@gmail.com,43284 96019,1000.0,74.5,12.0,Yes,Not Entered By User,PhD,2023-01-06,Resigned
2161,EMP10940,Aryaman Taneja,Testing,Marketing Dept,48.0,Female,Divorced,Chennai,2020-10-05,30000.0,11.0,4.7,aryamantaneja89@gmail.com,+91-9188232030,20000.0,69.9,1.0,Yes,Simran Miller,PhD,2024-11-17,Terminated
2162,EMP2469,Grace Bhalla,DevOps,Marketing Dept,47.0,Male,Married,Ahmedabad,2023-01-06,50000.0,4.0,1.5,gracebhalla85_at_outlook.com,4324057820,0.0,63.0,5.92960088691796,Yes,Emma Xavier,Masters,2023-08-26,Terminated
2163,EMP6195,Reyansh Dube,Data Analyst,HR Dept,43.62771266101892,Female,Divorced,Mumbai,2017-02-15,8000.0,5.0,4.9,reyanshdube13@yahoo.in,08943954457,2500.0,82.0,3.0,Yes,Not Entered By User,Masters,2023-01-04,Active
2164,EMP4240,Disha Chakraborty,Natural Language Processing,Marketing Dept,52.0,Male,Married,Kolkata,2020-09-05,8000.0,10.0,2.2,dishachakraborty99@gmail.com,11950 48788,15.0,66.8,5.0,Yes,Trisha Ghosh,Diploma,2024-08-19,Resigned
2165,EMP7930,Aryaman Verma,Analytics,HR Dept,48.0,Male,Divorced,Kolkata,2020-04-17,50000.0,7.9624541039914725,4.6,aryamanverma85@company.com,52945 88594,1000.0,67.6,6.0,Yes,Ajay Rao,Diploma,2024-05-22,Resigned
2166,EMP2253,Vidya Upadhyay,Data Analyst,Finance Dept,65.0,Male,Divorced,Bangalore,2022-12-30,5.0,15.0,1.8,vidyaupadhyay46@company.com,08649502532,1500.0,77.0,5.92960088691796,No,Amelia Iyer,Masters,2023-02-13,Resigned
2167,EMP9869,Teddy Garg,Analytics,Finance Dept,34.0,Male,Single,Bangalore,2016-07-31,3000.0,7.9624541039914725,4.0,teddygarg14@gmail.com,Not Entered By User,100.0,87.1,4.0,Yes,ethan easwaran,B.Tech / BE,2023-05-24,Resigned
2168,EMP2929,Nikhil Naidu,Statistics,HR Dept,38.0,Male,Single,Delhi,2015-01-12,12000.0,8.0,1.5,nikhilnaidu54@outlook.com,0365540692,1000.0,99.0,6.0,Yes,Ishaan Hari,Diploma,2025-08-27,Resigned
2169,EMP7181,Aniket Khan,Web Development,Sales Dept,51.0,Male,Married,Pune,2017-03-24,90000.0,7.9624541039914725,1.6,aniketkhan71_at_gmail.com,(+91) 0206734998,50.0,64.2,5.0,Yes,jane wadhwa,Diploma,2023-01-16,Active
2170,EMP1185,Mason Jha,Statistics,Operations Dept,45.0,Male,Divorced,Bangalore,2015-08-07,30000.0,15.0,2.8,masonjha40@company.com,29422 50629,20000.0,90.2,1.0,No,Fatima Dixit,Diploma,2024-05-03,Terminated
2171,EMP8629,Anvi Walker,Analytics,HR Dept,47.0,Male,Divorced,Pune,2023-01-18,150.0,5.0,3.0010271460014675,anviwalker31@company.com,4092792770,5.0,80.01498359887535,5.0,No,Akash Joshi,M.Tech / MBA,2025-09-15,Resigned
2172,EMP1312,Carlos Lal,Data Analyst,Finance Dept,48.0,Male,Single,Ahmedabad,2014-06-01,180.0,7.0,4.6,carloslal89@outlook.com,852-882-9979,0.0,94.8,5.0,No,Not Entered By User,PhD,2023-07-05,Terminated
2173,EMP10629,Neha Fernandes,Cloud Engineering,Sales Dept,42.0,Male,Divorced,Ahmedabad,2015-07-12,75000.0,9.0,2.0,nehafernandes64@outlook.com,(+91) 3528868632,10000.0,82.6,6.0,Yes,Uma Davis,Diploma,2024-02-06,Active
2174,EMP4914,Nikhil Dutta,Data Science,Operations Dept,44.0,Male,Single,Kolkata,2022-03-27,35000.0,4.0,3.2,nikhildutta25@outlook.com,687-845-7396,2500.0,98.0,10.0,No,Kavya Zachariah,Diploma,2023-08-18,Terminated
2175,EMP8104,Emma Iqbal,Testing,Sales Dept,47.0,Female,Divorced,Hyderabad,2016-02-10,35000.0,13.0,3.0,emmaiqbal73@yahoo.in,(+91) 2245428139,20000.0,82.0,12.0,Yes,Aryaman Deshpande,PhD,2024-06-21,Resigned
2176,EMP2116,Pallavi Dixit,Natural Language Processing,Sales Dept,58.0,Female,Divorced,Ahmedabad,2019-02-03,15.0,3.0,3.0010271460014675,pallavidixit42@outlook.com,(+91) 1939569201,2.0,80.0,1.0,No,Aadhya Das,Diploma,2024-05-04,Terminated
2177,EMP7065,Sneha Kaur,Cloud Engineering,Engineering Dept,64.0,Male,Married,Kolkata,2021-04-29,1800.0,10.0,4.5,snehakaur39@gmail.com,03891639081,0.0,80.01498359887535,6.0,Yes,ella dube,Diploma,2025-08-29,Active
2178,EMP5536,Mike Sinha,Statistics,Sales Dept,48.0,Female,Married,Mumbai,2023-04-13,120.0,8.0,4.5,mikesinha11@yahoo.in,(+91) 2156483967,2000.0,82.3,12.0,Yes,Linda Hooda,Diploma,2025-06-30,Active
2179,EMP2199,Ella Agarwal,Data Science,Engineering Dept,43.62771266101892,Male,Married,Mumbai,2020-06-23,60.0,13.0,4.9,ellaagarwal43@gmail.com,784-562-6261,750.0,80.01498359887535,4.0,No,Manya Bhatia,PhD,2024-06-17,Terminated
2180,EMP1179,Anaya Williams,Natural Language Processing,Support Dept,43.62771266101892,Female,Divorced,Mumbai,2019-09-20,15000.0,2.0,4.5,anayawilliams4_at_outlook.com,9386288636,15000.0,64.7,8.0,Yes,Shaurya Clark,Diploma,2024-11-16,Resigned
2181,EMP8465,Sam Lewis,Natural Language Processing,Support Dept,55.0,Female,Divorced,Pune,2021-01-07,25000.0,3.0,3.1,samlewis54@yahoo.in,(+91) 3209856639,20000.0,88.4,1.0,No,Aryaman Sengupta,Masters,2023-07-15,Resigned
2182,EMP5723,Aadhya Hegde,Natural Language Processing,Operations Dept,29.0,Male,Divorced,Hyderabad,2021-01-31,100.0,6.0,3.0010271460014675,aadhyahegde83@company.com,+91-6738754586,20.0,80.01498359887535,2.0,No,Krishna Hooda,PhD,2025-07-17,Active
2183,EMP1018,Sam Hooda,Cloud Engineering,Marketing Dept,28.0,Female,Married,Mumbai,2022-02-01,60.0,13.0,4.9,samhooda21@outlook.com,06943 61164,4806.35708003518,73.9,8.0,Yes,Ishan Bansal,Diploma,2025-05-28,Active
2184,EMP9025,Lily Hooda,Natural Language Processing,Marketing Dept,65.0,Female,Divorced,Delhi,2015-10-19,10000.0,5.0,2.0,lilyhooda63@company.com,(+91) 6705388185,4806.35708003518,96.5,7.0,Yes,Elijah Brown,Masters,2023-09-19,Active
2185,EMP4718,Ira Khan,Web Development,Marketing Dept,40.0,Male,Divorced,Delhi,2016-05-17,2.0,13.0,3.0010271460014675,irakhan99@company.com,+91-7333111398,200.0,66.7,3.0,No,Daniel Lewis,Masters,2023-01-23,Active
2186,EMP1579,Uttam Johnson,Natural Language Processing,Marketing Dept,43.0,Male,Divorced,Ahmedabad,2014-07-04,100000.0,7.0,1.4,uttamjohnson88@company.com,50077 23441,10000.0,80.01498359887535,3.0,No,Chloe Sinha,PhD,2023-04-07,Terminated
2187,EMP5260,James Sharma,Data Analyst,HR Dept,48.0,Female,Single,Chennai,2015-09-05,1000.0,15.0,3.0010271460014675, jamessharma30@company.com,(+91) 3045197966,4806.35708003518,71.0,8.0,Yes,Ajay Varma,Diploma,2024-02-09,Terminated
