Employee ID,Name,Domain,Department,Age,Gender,Marital Status,Location,Join Date,Salary,Exp,Performance Rating,Email,Phone Number,Bonus,Attendance_Percentage,Project Count,Remote Work,Manager Name,Education Level,Last Review Date,Employee Status
EMP8151,Avni Trivedi,Dataanalyst,Sales##,58 yr,F,Divorced,Delhi,02.03.2020,900#00,9> yrs,,avnitrivedi83@gmail.com,(+91) 7728578408,5000,84.0pct,11,YES ,Maya Chopra,m.tech/mba,"Jun 12, 2025",active
EMP6654,Dev Nair,WebDevelopment,HR,27 years,F,Divorced,Delhi,2017/06/18,18000,1,34%,devnair99@outlook.com,+91-7280424286,#0,70.8%, 7,no,Ira Bedi,PhD,2024-10-15,ACTIVE
EMP5228,Vikram Eswaran,Datascience!!,Finance Dept.,64 years,,Divorced,Mumbai,09/05/2016,6000,10,3.8/5,vikrameswaran94@company.com,387-743-0348,,94.8, 12,No,Leo Chandra,b.tech/b.e,13-Sep-2025,Resigned
EMP5748,Veer Jain,Testing,Engineering_dept,,,divorced,Chennai,2017/07/14,30000,3+,4.7^,,07522577853,1^0000,76.0, 8,Yes,Riya Kulkarni,Diploma,27/06/2024,resigned
EMP5392,James Shah,NLP,Operations,,male ,Married,Kolkata,11-Aug-2015,18000,<6,4.9 stars,jamesshah50@company.com,+91-3292380612,20000,,5,N,Nina Malhotra,,23-Mar-2025,Terminated
EMP7208,Sahil Patel,MachineLearning**,Sales,49' yr,female ,Divorced,Kolkata,"Aug 01, 2015",600$00,<11,3.4,sahilpatel43@yahoo.in,2195413246,2^0000,77.0%,5+,YES ,Liam Clark,Masters,2024/11/14,terminated
EMP2958,Ethan$ Jain,NLP^^#,HR,45' yr,F,Single,Delhi,2017/10/09,75^000,,3.7^,ethanjain83@outlook.com,01572818784,,80 %,10+,No,,Diploma,17-Apr-2024,Resigned
EMP4404,Mia Kohli,devops,Sales,65 years,Male,Married,Ahmedabad,16.04.2022 ,15000,5,3.7^,,2950765733,750$0,100.0,12+,no,Linda Pandey,bachelors,15.04.2025,Terminated
EMP1273,Reyansh Saxena,webdevelopment,Support Dept.,42 years,FEMALE,Single,Chennai,10/11/2019,50000,<9,4.6 stars,reyanshsaxena85@outlook.com,80181 77118,2%000,75.2%,1+,Y,Harper Lamba^,M.Tech/MBA,"Oct 07, 2024",Terminated
EMP3739,Lucas# Naidu,CloudEngineering,Sales,50yr,F,D,Ahmedabad,2015-11-01,1200$0,15 yrs,3.2,lucasnaidu80@gmail.com,24142 48427,2000^0,98.3%,8,YES ,sophia yadav#,Bachelors,2023/06/06,
EMP2367, Aryan Hari  ,WebDevelopment,engineering Dept.,48yr,f,Single,,2018-05-03,250^00,1+ year,3.6,aryanhari43_at_outlook.com,,1000^0,, 9,No,Mason Lamba,Diploma,"Sep 24, 2025 ",Terminated
EMP9975,Riya Gokhale,CloudEngineering,sales,38yr,Male,single,Ahmedabad,22/02/2014,20000,<9,4.2,riyagokhale58@yahoo.in,07247729769,0,99.6,1,Yes,Alexander Saxena%,Masters,27.12.2025,Terminated
EMP3513,Dhruv Chandra,cloudengineering#$,Support,36 years,,Divorced,Hyderabad,31/12/2014,250%00,1 yrs,62%,dhruvchandra92@company.com,(+91) 5977022244,0,83.8,11+,No,emma iqbal,M.Tech/MBA,2025/10/27,Active
EMP7145,Chloe Fernandes,DevOps,Operations,42 yr,f,Married,Kolkata,01/05/2023,,8+,3.9^,chloefernandes12@company.com,247-446-0799,$0,63.4, 7,N,Disha Jindal,masters,2024-10-18,Active
EMP7273,Ira Iyer,analytics##,Marketing,26-yr,F,DIVORCED,Pune,"Jan 26, 2017",100000,11+ year,4.4 stars,iraiyer48@yahoo.in,+91-7676251897,,63 %,,NO,Veer Pandey,PhD,"Feb 15, 2024",Resigned
EMP5456,Oliver Verma^,Testing,Support,51,f,single,Ahmedabad,21-Aug-2023,5000,,4.1,oliververma79@company.com,,20%000,62 %,4,YES ,Trisha Israni,masters,2025-03-20,
EMP10398,Amelia Bhatt,WebDevelopment,Marketing,59' yr,Male,single,Bangalore,2020/08/29,50000,9+,4.5,ameliabhatt81@gmail.com,,$20000,66.8,4+,Y,Scarlett Reddy,Masters,2023-02-12 ,RESIGNED
EMP10342,Lucas Mathur,MachineLearning,Sales,,,S,,26/04/2019,2%5000,,24%,lucasmathur77@yahoo.in,(+91) 9090075522,,72.9pct, 4,Y,Sam Bhalla,PhD,2023/06/22,Resigned
EMP7513,Sahil Dube,NLP,engineering,35yr,Female,,Mumbai,2023-12-08,75^000,10+,,sahildube85@company.com,46732 11523,5000,,,no,Harsh Thakur,phd,19/12/2025,Active
EMP3935,Grace Rao,DevOps!!,Operations,44' yr,M,Single,Bangalore,03.03.2020,12000,15> yrs,,gracerao21@yahoo.in,2511516252,,78.3,2,Yes,Daniel Farooqui,Masters,2025-08-18,
EMP7656,Scarlett Jindal,DevOps##,FINANCE,,MALE,Divorced,Hyderabad,19-Jul-2018,9000%0,3,1.4, scarlettjindal19@yahoo.in,058-248-7097,20000,95 %,5,N,Riya Yusufzai,Diploma,24-Dec-2024,Resigned
EMP2237,Aarav Ghosh,MachineLearning##,HR,60-yr,FEMALE,Single,Chennai,02/11/2015,10000,<5,3.7 stars,aaravghosh71@company.com,+91-5743069335,500$0,, 0,YES ,Teddy Wilson,diploma,2025-12-28,Active
EMP1427, Mia Eswaran  ,Datascience**,HR,56yr,m,,Chennai,28.08.2014,40000,<10,1.7^,miaeswaran95@gmail.com,029-844-5557,15000,71.3,8 projects,N,avni narayan,B.Tech/B.E,"Oct 30, 2024",Active
EMP7533,Reyansh! Rastogi,Datascience#$,Sales,28' yr,MALE,,Mumbai,13/07/2016,180^00,5> yrs,2.0^,reyanshrastogi86@gmail.com,78847 65245,15000,72.6,,N,Arjun Rana,phd,"Apr 17, 2025",active
EMP3105,Raj Miller,dataanalyst,Engineering,55-yr,male ,Single,Pune,"Apr 29, 2017",80%00,10+,4.0,rajmiller86@outlook.com,1703388607,0,89.9,9 projects,NO,Sahil Jindal,Masters,2023-09-07,resigned
EMP2211, Sophia% Dixit  ,cloudengineering##,Support,25 years,f,Single,Kolkata,2016-05-03,60000,2 yrs,26%,sophiadixit51@outlook.con,+91-0859528526,20000,89.8pct,5 projects,N,Grace Garg,M.Tech/MBA,03/10/2023,Terminated
EMP10416,Sophia &Yusufzai,MachineLearning,,48' yr,F,Single,Mumbai,2022/09/24,100000,6> yrs,,,538-654-6089,5000,,11,YES ,Komal Chhabra!,Masters,"Dec 13, 2024",resigned
EMP9502,Reyansh Gupta,nlp,Marketing,22,MALE,Single,,28-Jun-2019,,7+ year,1.5 stars,reyanshgupta82@company.com,9354778756,5000,,2 projects,no,,PhD,11-May-2023,terminated
EMP3195,Mihir Upadhyay,CloudEngineering,finance,59 yr,,Single,Ahmedabad,07.09.2020,150^00,10+ year,3.8,mihirupadhyay75_at_gmail.com,+91-3927801598,%0,89.1,,no,Harsh Tandon,,10.10.2023,active
EMP8188,Aman Wadhwa,Datascience,,61,F,Divorced,Chennai,2021-06-10,50^000,3+ year,2.6^,amanwadhwa39@company.con,5021712783,2000,65.1,9,N,neha narayan,b.tech/b.e,07.05.2023,Active
EMP8152,Vivaan Brown,CloudEngineering#$,FINANCE,62 yr,F,Divorced,Kolkata,01.02.2015,90000,7,4.8 stars,vivaanbrown95@outlook.com,08773242934,7$500,86.7pct, 9,Y,Lucas Patel,Diploma,18-Aug-2025,resigned
EMP1642,Meera &Rastogi,Statistics**,,34yr,F,Single,Ahmedabad,09/08/2022,90#000,14+,4.9 stars,meerarastogi39@gmail.con,516-502-3728,,83.7%, 1,no,Kim Dutta,M.Tech/MBA,08-Jun-2025,Active
EMP1193,Omar Nair,WebDevelopment^^#,SUPPORT,,FEMALE,SINGLE,Pune,01/08/2021,1^0000,11 yrs,70%,omarnair53@company.com,09328120911,2000^0,94 %,3 projects,Yes,Sneha Walker,Masters,13-Feb-2025,Active
EMP1911,Vivaan Yadav$,Testing,Finance_dept,52 yr,male ,,Chennai,04-Aug-2019,7^5000,1,3.8^,vivaanyadav6@yahoo.in,21006 62946,,72.4,4 projects,Y,Pooja Sharma,Diploma,18.09.2025,resigned
EMP4069,Jane Xavier,testing,engineering,60,Male,,Mumbai,2015-08-06,10000,<9,34%,janexavier55@company.com,(+91) 1910029081,10#00,79.7pct,2,Y,John Smith$,Ph.D.,2025-08-08,Resigned
EMP6192,Imran Xavier,Analytics,Finance,29,male ,,Delhi,2022/08/10,60000,<3,2.4^,imranxavier90@gmail.com,+91-2673563185,20000,,8,Y,Grace Madan,diploma,"Feb 20, 2023",terminated
EMP2080,Shreya Williams,devops,HR,29,Male,,Kolkata,2018-05-02,60000,5 yrs,,shreyawilliams75@company.com,8204313110,15000,88.7%, 4,no,Harper Deshpande!,diploma,"Oct 14, 2024 ",TERMINATED
EMP6533, Michael Gokhale  ,dataanalyst**,engineering,26 years,FEMALE,Married,Bangalore,"Feb 24, 2023",15000,9+,,michaelgokhale59@yahoo.in,,7500,,,yes,Karan Hooda,masters,"May 23, 2024",Active
EMP9997,Akash Narayan,datascience,HR,,Female,,Hyderabad,2022-07-02,600%0,1> yrs,4.3^,akashnarayan77@outlook.com,+91-9942214659,,79.6%, 5,No,Oliver Jindal,Diploma,28-Dec-2024,Resigned
EMP10407,Tara Gokhale,WebDevelopment#$,Sales,65 years,MALE,Single,Chennai,27/08/2018,35000,14+ year,3.8,taragokhale94@yahoo.in,00787681440,#0,76.0pct,12 projects,Y,Ishaan Pillai+,Diploma,06-Nov-2024,Resigned
EMP7185,Sebastian Kohli,MachineLearning,,,m,Married,Delhi,"Nov 01, 2015",1^0000,10 yrs,4.4/5,sebastiankohli4@outlook.com,,#0,, 7,N,,B.Tech/B.E,2025/09/22,ACTIVE
EMP4203,Mia# Lal,Datascience^^#,Support,59-yr,M,,Chennai,10/11/2015,50#000,5 yrs,3.4^,,+91-6990669507,15000,86.4,0+,yes,varun qureshi,Bachelors,2024-09-09,Active
EMP2919,Maya Dutta,MachineLearning^^,HR,35yr,Male,Divorced,Hyderabad,16.08.2021,2500^0,1 yrs,4.6/5,mayadutta61_at_yahoo.in,38041 42537,20000,,1,YES ,Ishaan Hari,Masters,23/03/2024,Resigned
EMP5364,Diya Agarwal*,WebDevelopment,finance,54-yr,m,Divorced,Delhi,19.06.2020,100000,6> yrs,,diyaagarwal60@gmail.com,8537414618,,63 %,10,YES ,,Masters,"Nov 05, 2024",
EMP8653,Zara ^Prasad,NLP,Marketing,,female ,DIVORCED,Chennai,05.07.2014,6%000,4+ year,2.7 stars,,+91-7187292858,20000,84.7pct,,NO,,Bachelors,2025/10/18,terminated
EMP3964,Isha Kaur,webdevelopment^^#,Sales,36 years,F,Divorced,Kolkata,03/05/2016,1^0000,1,1.5,ishakaur67@company.com,09815839601,15000,84.6, 11,Yes,ishan bansal,Diploma,06/07/2023,Active
EMP3405,Omar Dutta,CloudEngineering!!,Engineering,39 years,f,SINGLE,,23-Nov-2019 ,250#00,12+,3.6/5,,+91-3710922258,2500,67.4pct,,yes,Sam Ojha,Bachelors,"Nov 23, 2024",Terminated
EMP2461,Carlos Nair,DevOps#$,,41 years,Male,Divorced,Kolkata,11.10.2023,2500^0,2+,,carlosnair65@outlook.com,852-126-2244,^2000,97 %, 0,Y,,PhD,"Jun 25, 2023",Resigned
EMP5795,Olivia Chopra$,webdevelopment,Marketing,63 yr,f,Single,Ahmedabad,2014-03-03,5000,<5,, oliviachopra92@company.com,4431999278,20000,61.3%,6 projects,no,Aman Upadhyay,PhD,"Jul 24, 2023",Active
EMP4560,Yusuf Thakur&,Statistics^^#,Support,31yr,MALE,Married,Delhi,14/07/2023,3500^0,,34%,yusufthakur95@outlook.com,+91-0091725952,,64.9,12 projects,Y,Elijah Brown,bachelors,28/08/2024,Terminated
EMP4880,Dhruv Bose,Analytics,finance,40 yr,MALE,Single,Delhi,2021-02-12,60000,<2,28%,dhruvbose39@gmail.com,09828 35033,1000,,4,Y,,Diploma,2024-01-08,Terminated
EMP1592,Aniket Iyer,statistics,HR,51 years,female ,,Mumbai,09.01.2016,5$0000,15> yrs,3.7 stars,,(+91) 9489048407,0,82.8,,,Kim Jha,phd,28-Apr-2025,Terminated
EMP9134,Avni Puri,Statistics,Sales,48yr,Male,Single,Hyderabad,2014/05/15,20000,9,,avnipuri4@gmail.com,(+91) 0008699556,#0,97.0%, 8,No,Harsh Vaidya,Masters,12.02.2025,resigned
EMP4181,Vivaan Malhotra,Dataanalyst!!,Marketing,34' yr,FEMALE,Single,Chennai,06/06/2014,900%00,12 yrs,1.6/5, vivaanmalhotra35@gmail.com,434-073-5035,2500,72.2,2+,Yes,Omar Rao,PhD,2023/07/10,Active
EMP8476,Navya^ Ojha,NLP^^#,,56 yr,m,Single,,30/01/2014,8000,5 yrs,72%,navyaojha31@yahoo.in,+91-8952413572,2000,61 %,,YES ,Ira Yusufzai,Bachelors,21/01/2023,TERMINATED
EMP6603,Noah Taneja,Datascience,Sales_dept,52-yr,MALE,,Mumbai,"Aug 06, 2017 ",1500#0,9> yrs,3.0^,noahtaneja7@gmail.com,06204238626,20000,70.7%,8 projects,yes,,PhD,2025/12/23,Resigned
EMP10946,Sara Dixit!,Dataanalyst,Engineering,40 years,,D,Bangalore,16/12/2017,5$000,5> yrs,76%,saradixit84@outlook.com,+91-1570088773,,68 %,0,Y,William Uppal,Masters,23/08/2024,Terminated
EMP2381,Vivaan Hegde,DevOps!!,,46-yr,M,SINGLE,Chennai,2018/01/06,4%0000,12> yrs,2.1/5,vivaanhegde13@company.com,535-367-4968,,87.8%,2+,no,jane agarwal,masters,2024/02/06 ,Resigned
EMP6610,Maya Walker,WebDevelopment,hr,22 years,Male,divorced,Mumbai,15.08.2024,250%00,13 yrs,,mayawalker42@yahoo.in,547-343-5639,20000,66.4%,0+,YES ,Harper Deshpande,,17.12.2024,active
EMP2935,Mike Uppal,Statistics,Sales,,female ,,Delhi,15-Feb-2023,50000,7+,,mikeuppal85_at_gmail.com,089-830-5894,,66.8pct,5 projects,NO,Chloe Hari,Masters,2023-05-02,Active
EMP3463,Navya Uppal,statistics,MARKETING,42' yr,m,s,Ahmedabad,2014/05/07,75^000,2,98%,,07470274965,1500^0,94.0pct,5,,,Bachelors,12.04.2025 ,Terminated
EMP3763,Meera Mathur,Testing!!,Sales,53yr,f,DIVORCED,,"Oct 06, 2019",2#5000,1+ year,,meeramathur9@gmail.com,+91-6524396252,5000,67.0%, 12,Y,aman desai,Ph.D.,2025/10/27,Resigned
EMP5529,Ishan Joshi$,Datascience,HR,59,M,,Chennai,14/12/2021,40#000,11> yrs,22%,ishanjoshi27@yahoo.in,03705221668,0,86.0pct,2+,yes,sophia gokhale,bachelors,07.04.2025,Active
EMP8699,Ethan Tandon,Analytics**,operations,45' yr,,Married,Kolkata,18/12/2019,40000,1+,,,7856816015,0,87.5%,2+,Y,Sneha Walker,Masters,2023/02/12,Active
EMP3030,Rhea Khan!,dataanalyst,Sales,53 years,FEMALE,Divorced,,2020-10-08,6000,<9,3.8^,,54900 14149,0,,5 projects,No,sebastian oberoi,Ph.D.,2025-11-13,
EMP6720,Diya Bhatia,WebDevelopment,Support,52 yr,FEMALE,SINGLE,Pune,04/12/2019,9000^0,<13,4.1,diyabhatia46@yahoo.in,5594212914,15000,69.7%, 9,No,Mike Kohli,Masters,30-Jun-2023,terminated
EMP3592, Scarlett $Zachariah  ,nlp!!,Sales,38 years,M,DIVORCED,Kolkata,2021-04-02,35000,13> yrs,68%,scarlettzachariah5@outlook.con,(+91) 1811490361,,98 %,5+,,sara chopra,Diploma,2023/01/16,RESIGNED
EMP2344,Akash Jain,analytics^^#,Sales,37,male ,Single,Delhi,21-Dec-2019,4000%0,<10,,akashjain53_at_gmail.com,(+91) 4021186781,1000,72 %,5 projects,yes,Aryan Khan,diploma,07-Jan-2023,ACTIVE
EMP8558,Linda Ch!akraborty,MACHINELEARNING,HR,57yr,m,Married,Mumbai,2019/02/21,35000,<11,4.8/5,lindachakraborty81@gmail.com,,5000,76.7pct, 0,Yes,Akash Shah&,Bachelors,2025/02/14,Resigned
EMP2999,Chloe ^Walker,webdevelopment,Support,36 years,female ,Single,Ahmedabad,29/08/2017,5000,12> yrs,,chloewalker35@yahoo.in,+91-0804423808,1%0000,95 %,7 projects,N,Sophia Zachariah,Masters,07/01/2023,terminated
EMP10222,Yusuf !Chauhan,Testing,FINANCE,37 yr,Male,,Bangalore,03-Dec-2022,35#000,6+ year,2.3/5,yusufchauhan34@gmail.com,+91-9222973062,0,, 10,no,Evelyn Ghosh,Masters,"Dec 16, 2023",Active
EMP7405,Shreya Dixit,DevOps,Finance_dept,64' yr,Female,Divorced,Mumbai,02.07.2021,2$0000,<8,,shreyadixit8_at_outlook.com,(+91) 2697713759,5000,95 %,1+,no,Maya Wilson,,"May 30, 2025",Active
EMP7074,James Zaidi,devops##,Operations,,f,,Mumbai,2017/02/17,35^000,<12,60%,,602-851-4437,2000,77.1%,0+,No,Dev Madan,Bachelors,16-Oct-2025,Active
EMP8669,Ranbir Gupta,DevOps!!,Support,43,Female,DIVORCED,Chennai,08.12.2016,8000,3,3.9,ranbirgupta93@yahoo.in,124-636-3361,7$500,61.2%, 4,YES ,,M.Tech/MBA,2024-01-28,
EMP6015,Disha Hooda,cloudengineering,Sales,,MALE,,Ahmedabad,2014/06/29,,1> yrs,,dishahooda34_at_yahoo.in,2145864216,15000,61.6,7+,Yes,Mike Fernandes,Masters,2025-04-27,active
EMP8281,Ravi Anand,WebDevelopment,,53-yr,f,SINGLE,Ahmedabad,17.01.2014,9%0000,<8,3.4,ravianand27@outlook.com,,2500,71.2pct, 5,Yes,Veer Rao,,24-Dec-2023,Active
EMP9648,Divya Uppal,Testing,SALES,44' yr,female ,SINGLE,Chennai,2017-07-26,10000,9+,,divyauppal83@outlook.com,444-637-7038,1000,60.1pct,4 projects,N,Sebastian Patel,Ph.D.,2024-05-06,
EMP8548,Karan Narayan,cloudengineering^^,support,57' yr,,SINGLE,Bangalore,2023-05-31,25^000,12+,4.6^,karannarayan82@company.com,(+91) 7371882141,2#500,,3+,Yes,Rhea Vaidya,Masters,18-Jun-2023,RESIGNED
EMP5742,Ethan Chandra,statistics#$,Finance_dept,58yr,MALE,Divorced,Chennai,2020-02-22,20^000,15> yrs,1.6^,,2218300333,20#000,76 %,11,YES ,Meera Hegde,PhD,"Dec 18, 2024 ",Terminated
EMP10751,Kavya Dube,Testing,Support,24yr,MALE,Divorced,,23/04/2020 ,12%000,,3.3 stars,kavyadube24@outlook.com,71318 04211,^5000,61.7, 4,YES ,,Diploma,2025/05/10,Active
EMP3493,Ava Goel^,Datascience##,sales,,female ,Divorced,Mumbai,15.04.2024,6000%0,9,78%,avagoel68_at_company.com,,,84.9%,12+,yes,Manya Puri,Masters,2024/07/02,Resigned
EMP3552,Vidya Lamba,devops^^#,SUPPORT,44' yr,M,Divorced,Hyderabad,"Jun 28, 2023",8000,1+ year,1.9/5,vidyalamba67@yahoo.in,02059 02897,10#00,64.5,10+,Y,Kiara Prasad,Diploma,26.04.2024,Active
EMP1020,Elijah Deshpande,MachineLearning^^,Operations,64yr,Female,divorced,Kolkata,2017/02/14,4%0000,2 yrs,3.5^,elijahdeshpande63@yahoo.in,(+91) 7349443763,7500,78.9%,,,Neha Narayan,phd,2024/05/09,Active
EMP4236, Omar Naidu  ,Statistics,Marketing,37yr,female ,single,Pune,14.09.2018,3500#0,6> yrs,4.5,,8617015252,5000,96.3%,9+,No,Dhruv Malhotra,Diploma,2024/10/01,Active
EMP10049,Maya Iqbal,Datascience,Sales,49,FEMALE,Single,Ahmedabad,2024/10/25,8000,7 yrs,2.8/5,mayaiqbal49_at_yahoo.in,39086 62832,5000,97 %,12 projects,no,Anaya Kulkarni,,14-Aug-2024,Terminated
EMP5295,Pari Mukherjee,Analytics,Sales,,MALE,Single,Banglore,"Oct 05, 2020",40$000,5 yrs,3.7/5,parimukherjee99@gmail.com,18725 44178,50^00,66.8,7 projects,Y,Olivia Bhatia,,2023-02-16,Active
EMP4186,Manya Trivedi,statistics,Operations,49' yr,m,Divorced,,2024/12/24,60000,6> yrs,52%,manyatrivedi14_at_gmail.com,3553939277,,83.4pct, 10,,uma hooda,diploma,2024/04/12,
EMP10873,Ethan Dube,Datascience,SUPPORT,30,m,Married,Pune,23/11/2019,300%00,6 yrs,2.9 stars,ethandube55@company.com,,10000,71 %,4,No,simran yusufzai,Bachelors,2024-02-05,Active
EMP3299,Tanvi Davis,CLOUDENGINEERING^^#,,32 years,Male,D,Pune,15/12/2015,10000,6+,, tanvidavis75@outlook.com,(+91) 3828291270,2000,72.9, 6,NO,Riya Rao,Ph.D.,2025/08/20,RESIGNED
EMP6922,Pari Bansal,Analytics^^,finance_dept,37 years,F,Married,Banglore,"Nov 30, 2019",25000,4> yrs,1.7/5,paribansal51@gmail.com,,7500,83.9,1,NO,,PhD,2024/01/18,resigned
EMP2707,Imran Yusufzai,Testing^^#,finance,64' yr,female ,D,Bangalore,2020-02-14,6000,10+,,imranyusufzai79@company.com,54593 35991,7#500,98.8pct, 9,YES ,Teddy Kapoor,Diploma,19/07/2023,Terminated
EMP4991,Ajay %Varma,ANALYTICS,hr,53 years,m,DIVORCED,Bangalore,08/11/2022,500#0,<14,1.3^,ajayvarma84@gmail.com,02484180896,#10000,96.7%,7 projects,,vikram garg,,2023-09-17,Terminated
EMP10435,Manya Khan,CloudEngineering,Marketing,44' yr,f,Divorced,Delhi,12.05.2022,75000,3+ year,42%,manyakhan30@outlook.com,29090 64736,10#00,78 %, 12,,Ranbir Bhalla,Bachelors,02.06.2024,
EMP7696,Harper Hari,CloudEngineering,Engineering,55 years,M,Single,Delhi,22-Oct-2022,10000,7 yrs,1.9/5,harperhari33@yahoo.in,298-456-7525,2500,85.4, 4,no,Ira Bhalla,Bachelors,01/09/2023,
EMP5894,Shaurya Iqbal,analytics,Sales,45,Male,S,Kolkata,26.09.2019,5000%0,11> yrs,,shauryaiqbal67@outlook.com,7245454371,1000,,6,No,sebastian garg,Diploma,2023/10/21,Active
EMP2656,Isha Agarwal,DevOps^^#,Finance,57 years,f,Married,Pune,24/07/2018,18000,10,2.1,ishaagarwal78@company.con,208-045-8393,15%000,64 %, 3,NO,Ranbir Menon,Masters,06/06/2024,
EMP1889,Noah Naidu,MachineLearning,Engineering,,male ,M,,2020/01/19 ,15000,5> yrs,2.6 stars,noahnaidu35@company.com,+91-0064328671,7500,80.5,,Y,,Diploma,2023/12/26,ACTIVE
EMP10982,Isha Smith,statistics,Support,28-yr,MALE,Married,Kolkata,"Jul 10, 2016",,7+,1.7/5,ishasmith81@yahoo.in,(+91) 4894909574,10^000,71.2%,,N,Harsh Vaidya,Masters,2025-01-15,Terminated
EMP3289,Reyansh Williams,Testing,Engineering,47-yr,FEMALE,Divorced,Kolkata,2023/03/27,35000,,1.1/5,reyanshwilliams57@outlook.com,02092748089,75$00,86.4%,6,Yes,Komal Chhabra,B.Tech/B.E,2023-11-26,Resigned
EMP10469,Karan #Agarwal,NLP**,HR,,Male,M,,"Dec 20, 2023",900#00,13,78%,karanagarwal52@gmail.com,+91-2663574777,$0,64.6pct, 8,YES ,Ira Yusufzai,Bachelors,2024/03/05 ,terminated
EMP1174,Aryaman Eswaran,Dataanalyst,Support,,Male,,Delhi,2021-03-04,20000,10 yrs,,aryamaneswaran87@company.com,,1000,62.8%,9 projects,Yes,Akash Saxena,Bachelors,2024-03-07,Active
EMP3569,Simran Sharma,webdevelopment^^#,finance,37yr,male ,Married,Mumbai,23.05.2021,3#0000,12> yrs,70%,simransharma38_at_gmail.com,07835729028,20000,77.2%,4,no,Maya Chopra$,Diploma,23-Oct-2024,Resigned
EMP2322,Michael Xavier,Statistics,hr,26 yr,M,Married,,2021/12/17,60^000,<3,42%,,827-948-8666,5000,99.0,0+,Y,Ava Rastogi,diploma,03-Mar-2023,Resigned
EMP7728,Maya De%shpande,NLP,Support,,f,Married,Delhi,2015/08/10,4#0000,13> yrs,3.9,mayadeshpande51@yahoo.in,(+91) 3931706120,,92.7,7+,no,Priya Easwaran,Masters,2024/12/20,
EMP5068,Shaurya Agarwal,NLP**,Finance,57,female ,Single,Kolkata,12-Dec-2018,4%0000,3> yrs,1.6 stars,,+91-4441456560,2000,82 %, 8,yes,Divya Agarwal,phd,2023-01-18,Resigned
EMP2189,Ella Lewis,WebDevelopment,Support,47,FEMALE,single,Mumbai,2022-09-04,1500^0,,,ellalewis14@outlook.com,12714 91484,2000,61 %,1+,YES ,isha narayan,Bachelors,19-Jun-2024,Terminated
EMP5747,Aryaman !Easwaran,Statistics**,Engineering,42 years,,Divorced,Mumbai,2019/12/28,2#0000,13 yrs,3.4^,aryamaneaswaran4@outlook.com,384-658-1770,,88.2,,,Nikhil Sengupta,bachelors,24.12.2024,Terminated
EMP7553,Sam Xavier,datascience,HR,58 yr,m,Divorced,Pune,2019/12/23,6000,14> yrs,2.1 stars,samxavier43@company.com,,,74 %,10 projects,yes,William Kaur,phd,2023-04-09,Terminated
EMP4001,Vivaan Sharma,STATISTICS,Sales,38-yr,F,Divorced,Chennai,16-Sep-2018,18000,7,2.1 stars,vivaansharma12@outlook.com,+91-1601351136,1000,86.3%, 2,,Oliver Wadhwa,B.Tech/B.E,"Oct 20, 2024",Active
EMP7168,Evelyn Zachariah,DATASCIENCE,Sales,47yr,female ,,Pune,2019/03/20,10000,2+ year,4.3/5,evelynzachariah48@outlook.com,7359652783,,99.7pct,12,Y,Akash Shah,,2024-10-02,Resigned
EMP4289,Pooja Z%achariah,devops,operations_dept,41,FEMALE,MARRIED,Chennai,2023-01-11,50000,14,5.0 stars,poojazachariah75@company.com,(+91) 8652684079,%20000,85.1%, 11,YES ,Veer Narayan,Masters,2024/08/01,Terminated
EMP8892,Sam Trivedi,dataanalyst**,Finance,39-yr,male ,Married,,21.01.2016,18000,<8,4.4,samtrivedi56@company.com,,,71.9,1 projects,Yes,Hannah Yadav,phd,2025/07/21,Active
EMP5037,Karan Mukherjee,STATISTICS,hr,63 yr,F,divorced,Ahmedabad,2022-04-07,6000$0,9+,30%,karanmukherjee86@gmail.con,+91-7064279603,100$00,83.2pct,,no,Benjamin Deshpande,Bachelors,2024-11-14,Terminated
EMP5050,Asha Fernandes,cloudengineering,Marketing,42,female ,Divorced,,06/02/2017,1500$0,12+,96%,ashafernandes23@company.com,165-815-0412,$5000,78 %,2,,Pari Walia,M.Tech/MBA,05.11.2024,Resigned
EMP7801,Mia Wadhwa+,Statistics,HR,,male ,,Bangalore,2016/07/05,,<3,50%,miawadhwa97@outlook.com,(+91) 8358268324,50$00,91 %,3+,yes,Riya Chauhan,Diploma,2024/08/17,resigned
EMP4035,Aniket Patel*,machinelearning,Sales Dept.,37' yr,MALE,DIVORCED,,23.04.2022,30000,13+,, aniketpatel22@gmail.con,42877 45997,,83.9,12,yes,Pooja Sharma,Masters,2025-06-03,Resigned
EMP1754,Henry Garg,testing,marketing_dept,60-yr,MALE,,Kolkata,2021-08-23,180%00,6+,,henrygarg24@outlook.com,(+91) 5974775975,7500,,9 projects,,Benjamin Deshpande^,PhD,2023/11/06,Terminated
EMP9678,Akash Israni,testing**,marketing,53 years,F,,Hyderabad,02-Jan-2021,4000%0,<10,2.0,akashisrani60_at_yahoo.in,,5000,71.7pct, 9,NO,aadhya das,B.Tech/B.E,28/12/2023,Resigned
EMP4907,Scarlett Nambiar,Testing^^#,Sales,56 years,female ,,Bangalore,23.05.2019,10000,<5,3.2^,scarlettnambiar46@company.com,7224549338,10%000,66.2,6 projects,Yes,mia naidu,Diploma,17.06.2024,active
